time,SERVO1_CAL,SERVO2_CAL,SERVO3_CAL,SERVO4_CAL,SERVO5_CAL,SERVO6_CAL
Sat Sep  6 03:42:41 2025
0,0,10,0,0,0
Sat Sep  6 05:19:37 2025
0,10,10,0,0,0
Sat Sep  6 05:24:12 2025
0,-50,0,0,10,30
